GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,7.0,7 [5 - 9],5.0,9.0
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,44.0,44 [39 - 49],39.0,49.0
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,1500000.0,1 500 000 [1 400 000 - 1 700 000],1400000.0,1700000.0
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2001,2001,2001,AFR,Africa,KEN,Kenya,,,,0.0,0,,
HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,55641.0,55641,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2023,2023,2023,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,0.4,0.4 [0.22 - 0.67],0.22,0.67
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2006,2006,2006,AFR,Africa,KEN,Kenya,,,,3.0,3 [3 - 4],3.0,4.0
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,36096.0,36 096,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2003,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,4.2,4.2 [2.3 - 7.1],2.3,7.1
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2001,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3.7,3.7 [2.1 - 6],2.1,6.0
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2000,2000,2000,AFR,Africa,KEN,Kenya,,,,140000.0,140 000 [78 000 - 240 000],78000.0,240000.0
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,23.0,23 [21 - 26],21.0,26.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2000,2000,2000,AFR,Africa,KEN,Kenya,,,,240000.0,240 000 [180 000 - 300 000],180000.0,300000.0
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,1275311.0,1 275 311,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,63000.0,63 000 [35 000 - 110 000],35000.0,110000.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2006,2006,2006,AFR,Africa,KEN,Kenya,,,,250000.0,250 000 [190 000 - 310 000],190000.0,310000.0
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2000,2000,2000,AFR,Africa,KEN,Kenya,,,,0.0,0 [0 - 0],0.0,0.0
HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,44558.0,44558,,
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2003,2003,2003,AFR,Africa,KEN,Kenya,,,,0.0,0,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1994,1994,1994,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,9.5,9.5 [5.3 - 16],5.3,16.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2007,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2.6,2.6 [1.5 - 4.4],1.5,4.4
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,29000.0,29 000 [23 000 - 41 000],23000.0,41000.0
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,1500000.0,1 500 000 [1 400 000 - 1 700 000],1400000.0,1700000.0
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,1500000.0,1 500 000 [1 300 000 - 1 700 000],1300000.0,1700000.0
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,64000.0,64 000 [50 000 - 90 000],50000.0,90000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2000,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4.0,4 [2.3 - 6.5],2.3,6.5
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2017,2017,2017,AFR,Africa,KEN,Kenya,,,,77.0,77 [66 - 91],66.0,91.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2013,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1.5,1.5 [0.81 - 2.4],0.81,2.4
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,3.8,3.8 [3.4 - 4.4],3.4,4.4
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,73000.0,73 000 [62 000 - 84 000],62000.0,84000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1990,1990,1990,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,8.0,8 [4.6 - 13],4.6,13.0
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,72.0,72 [55 - 90],55.0,90.0
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,5.0,5 [4.4 - 5.7],4.4,5.7
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2008,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.6,2.6 [1.4 - 4.4],1.4,4.4
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,17.0,17 [15 - 19],15.0,19.0
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,20577.0,20 577,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2021,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,0.61,0.61 [0.33 - 1],0.33,1.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,160000.0,160 000 [120 000 - 200 000],120000.0,200000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1991,1991,1991,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,11.0,11 [6 - 18],6.0,18.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,67000.0,67 000 [56 000 - 77 000],56000.0,77000.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,1992,1992,1992,AFR,Africa,KEN,Kenya,,,,100000.0,100 000 [84 000 - 120 000],84000.0,120000.0
HIV_0000000007,"Testing and counselling facilities, reported number",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-testing-and-counselling---testing-and-counselling-facilities,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,9334.0, 9 334,,
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,1999,1999,1999,AFR,Africa,KEN,Kenya,,,,230000.0,230 000 [180 000 - 290 000],180000.0,290000.0
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2017,2017,2017,AFR,Africa,KEN,Kenya,,,,1500000.0,1 500 000 [1 300 000 - 1 700 000],1300000.0,1700000.0
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,86.0,86 [75 - 100],75.0,100.0
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,94.0,94 [81 - 100],81.0,100.0
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,55438.0,55 438,,
