GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2017,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,13138.0,13 138 [11 762-14 680],11762.0,14680.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2012,2012,2012,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0466,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,105.54035,105.5,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1961,1961,1961,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,40625.0,40 625 [37 360-44 103],37360.0,44103.0
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1996,1996,1996,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,19841.0,19 841 [17 718-22 130],17718.0,22130.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2003,2003,2003,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02887,0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2002,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,92.55337,92.6 [86.2-99.4],86.15947,99.41896
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2009,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,7.32986,7.3 [5.6-9.4],5.57804,9.39624
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2023,2023,2023,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2430.0,2430 [1220-4175],1220.0,4175.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.2797,0.3,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,8318.87986,8319,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,2016,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,23.36427,23.4 [20.9-26.3],20.87185,26.2574
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2010,2010,2010,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0041,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00849,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2007,2007,2007,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,2017,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3041.0,3041 [2394-3793],2394.0,3793.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2004,2004,2004,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00201,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,8926.53848,8926.5,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1990,1990,1990,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3446.0,3446 [2497-4545],2497.0,4545.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.05062,0.1,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,219.2816,219.3,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004,2004,2004,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.97976,1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2007,2007,2007,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00017,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,6.84054,6.8,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,8995.73064,8995.7,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.122,0.1,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2017,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,6.83954,6.8 [5.3-8.8],5.30675,8.80352
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1995,1995,1995,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,19541.0,19 541 [17 453-21 845],17453.0,21845.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,2.18466,2.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,17997.19445,17 997,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2017,2017,2017,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00341,0,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2016,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4.64436,4.6 [3.7-5.7],3.70114,5.7293
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2013,2013,2013,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.9498,2.9,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,2015,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,23.53501,23.5 [21.1-26.4],21.0655,26.36419
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1971,1971,1971,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,139.93415,139.9 [130.3-150.3],130.34276,150.27889
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008,2008,2008,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.02127,0,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2013,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2986.72159,2987,,
CM_03,Number of neonatal deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-neonatal-deaths,2001,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,33479.0,33 479 [30 438-36 788],30438.0,36788.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2016,2016,2016,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00396,0,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1997,1997,1997,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,29549.0,29 549 [26 581-32 728],26581.0,32728.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1998,1998,1998,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,130.94967,130.9 [117.6-145.4],117.5986,145.39088
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2016,2016,2016,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.89374,1.9,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2009,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,12583.0,12 583 [10 945-14 421],10945.0,14421.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2017,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,7936.84048,7937,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2014,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0036,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.14487,0.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.10016,0.1,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,1958,1958,1958,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,37481.0,37 481 [34 139-41 196],34139.0,41196.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2017,2017,2017,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.2181,0.2,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2007,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,68.39006,68.4 [62.8-74.3],62.77256,74.28689
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000,2000,2000,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.09852,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008,2008,2008,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.63859,1.6,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2013,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,46.69248,46.7 [41.2-53.2],41.16833,53.18352
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2011,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,6.46086,6.5 [4.7-8.7],4.68201,8.70058
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,1999,1999,1999,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,26.80519,26.8 [24.3-29.5],24.28547,29.46691
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2013,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,50.0754,50.1 [45.2-55.5],45.19877,55.49539
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2019,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1.9934,2.0 [0.6-3.8],0.59736,3.83722
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000,2000,2000,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.43979,2.4,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2001,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,342.62323,342.6,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1667.7825,1668,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2013,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,8901.31036,8901,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2011,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,11445.0,11 445 [8836-14 498],8836.0,14498.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2017,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2.859,2.9 [1.1-5.0],1.07866,4.9784
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2012,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,9.38352,9.4 [6.8-12.5],6.82804,12.5315
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2013,2013,2013,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.42175,2.4,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000,2000,2000,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01536,0,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2018,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,41.43266,41.4 [36.0-47.8],35.95268,47.77214
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.28271,0.3,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,8.22703,8.2,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,8.30994,8.3,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000,2000,2000,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.20998,0.2,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,81.08051,81,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2533.0033,2533.0,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2002,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3850.0,3850 [3135-4642],3135.0,4642.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003,2003,2003,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.73234,5.7,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2014,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,10.55299,10.6 [7.8-13.9],7.78714,13.94746
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1995,1995,1995,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,75232.0,75 232 [70 506-80 183],70506.0,80183.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,400.9074,400.9,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2017,2017,2017,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,1.82629,1.8,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,5.50231,5.5,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2021,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,6385.0,6385 [3946-9795],3946.0,9795.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.22583,0.2,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2019,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,9706.0,9706 [8242-11 404],8242.0,11404.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2018,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3.21596,3.2 [1.1-5.8],1.10893,5.83177
