GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2008,2008,2008,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_SEVERE,Severe,23.5,23.5 [10.2-39.8],10.2,39.8
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2011,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,38.8,38.8 [24.9-53.9],24.9,53.9
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2001,2001,2001,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,1050.0,1050 [728-1450],728.0,1450.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2007,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,30.9,30.9 [22.3-40.4],22.3,40.4
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2005,2005,2005,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,18.9,18.9 [13.2-24.5],13.2,24.5
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2014,2014,2014,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,375.0,375 [273-463],273.0,463.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2002,2002,2002,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_SEVERE,Severe,26.6,26.6 [13.8-40.6],13.8,40.6
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2010,2010,2010,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,1530.0,1530 [1000-2170],1000.0,2170.0
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2002,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.6646,2.7,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2018,2018,2018,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,182.0,182 [118-241],118.0,241.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2006,2006,2006,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,196.0,196 [143-249],143.0,249.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2001,2001,2001,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,21.4,21.4 [15.3-26.0],15.3,26.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2000,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,0.4,0.4 [0.3-0.4],0.3,0.4
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2000,2000,2000,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,1050.0,1050 [720-1450],720.0,1450.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2015,2015,2015,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,1170.0,1170 [633-1930],633.0,1930.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2001,2001,2001,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,1520.0,1520 [1090-1840],1090.0,1840.0
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2001,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,8.10937,8.1,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2002,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.6,2.6 [1.7-3.6],1.7,3.6
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2003,2003,2003,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,13.9,13.9 [9.3-19.9],9.3,19.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2004,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.6,2.6 [1.7-3.8],1.7,3.8
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/institutional-births-%28-%29,1998,1995,1998,AFR,Africa,KEN,Kenya,,,,42.1,42.1,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2016,2016,2016,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,1820.0,1820 [931-2820],931.0,2820.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2006,2006,2006,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,396.0,396 [309-467],309.0,467.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2007,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,0.4,0.4 [0.3-0.5],0.3,0.5
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2017,2017,2017,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,174.0,174 [113-239],113.0,239.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2017,2017,2017,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,27.3,27.3 [15.0-40.7],15.0,40.7
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2018,2018,2018,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,27.5,27.5 [14.4-41.9],14.4,41.9
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2001,2001,2001,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,37.8,37.8 [28.7-46.1],28.7,46.1
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2013,2013,2013,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,1640.0,1640 [960-2440],960.0,2440.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2011,2011,2011,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_SEVERE,Severe,1.0,1.0 [0.3-2.1],0.3,2.1
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2010,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,28.1,28.1 [19.8-38.1],19.8,38.1
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2001,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,135.65271,135.7,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2004,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,395.11,395 [315-461],315.0,461.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2018,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,27.5,27.5 [14.4-41.9],14.4,41.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2018,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3.7,3.7 [1.9-6.0],1.9,6.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2021,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,29.9,29.9 [13.4-50.4],13.4,50.4
WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/antenatal-care-coverage-at-least-four-visits,2014,2009,2014,AFR,Africa,KEN,Kenya,,,,57.6,57.6,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2004,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,43.1,43.1 [31.4-55.5],31.4,55.5
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2015,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,373.949,374 [269-463],269.0,463.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2006,2006,2006,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,12.5,12.5 [7.9-18.9],7.9,18.9
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2012,2012,2012,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_SEVERE,Severe,102.0,102 [30.3-214],30.3,214.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2000,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.1,2.1 [1.4-3.0],1.4,3.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2016,2016,2016,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_SEVERE,Severe,114.0,114 [28.4-257],28.4,257.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2014,2014,2014,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,1120.0,1120 [632-1820],632.0,1820.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2022,2022,2022,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,30.7,30.7 [13.3-52.5],13.3,52.5
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2005,2005,2005,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_SEVERE,Severe,25.4,25.4 [12-40.9],12.0,40.9
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2018,2018,2018,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,1320.0,1320 [616-2410],616.0,2410.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2011,2011,2011,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,183.0,183 [129-242],129.0,242.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2010,2010,2010,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2652.708,2653 [1869-3597],1869.0,3597.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2000,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,383.485,383 [316-441],316.0,441.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2015,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,26.9,26.9 [13.5-44.6],13.5,44.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2003,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.2,2.2 [1.4-3.3],1.4,3.3
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/institutional-births-%28-%29,2014,2009,2014,AFR,Africa,KEN,Kenya,,,,61.2,61.2,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2000,2000,2000,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,1510.0,1510 [1080-1820],1080.0,1820.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2006,2006,2006,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,1050.0,1050 [664-1580],664.0,1580.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2016,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,38.5,38.5 [24.2-53.9],24.2,53.9
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2005,2005,2005,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,13.0,13.0 [8.3-19.3],8.3,19.3
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2015,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,27.1,27.1 [16.6-39.2],16.6,39.2
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2013,2013,2013,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,377.0,377 [277-463],277.0,463.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2009,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,388.012,388 [295-468],295.0,468.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2004,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,34.4,34.4 [25.5-43.7],25.5,43.7
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2004,2004,2004,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_TOTAL,Total,34.4,34.4 [25.5-43.7],25.5,43.7
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2017,2017,2017,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,181.0,181 [120-236],120.0,236.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2018,2018,2018,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,15.8,15.8 [7.3-25.7],7.3,25.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2000,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,45.8,45.8 [35.3-56.9],35.3,56.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2007,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,29.0,29.0 [16.6-44.7],16.6,44.7
