GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-individuals-treated-for-onchocerciasis,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,,No PC required,,
NTD_8,Number of people who received treatment with antibiotics for trachoma,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-who-received-treatment-with-antibiotics-for-trachoma,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,1201816.0,1201816,,
NTD_TRA5,Number of people operated for trachomatous trichiasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-operated-for-trachomatous-trichiasis,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,9553.0,9553,,
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-buruli-ulcer,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,0.0,0,,
NTD_8,Number of people who received treatment with antibiotics for trachoma,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-who-received-treatment-with-antibiotics-for-trachoma,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,1875527.0,1875527,,
NTD_BU_CONF,Number of confirmed cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-confirmed-cases-of-buruli-ulcer-reported,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_TRA5,Number of people operated for trachomatous trichiasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-operated-for-trachomatous-trichiasis,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,8073.0,8073,,
NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-individuals-in-the-country-requiring-preventive-chemotherapy-for-onchocerciasis,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,,No PC required,,
NTD_BU_CONF,Number of confirmed cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-confirmed-cases-of-buruli-ulcer-reported,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,0.0,0,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,2.0,2,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2003,2003,2003,AFR,Africa,KEN,Kenya,,,,0.0,0,,
NTD_8,Number of people who received treatment with antibiotics for trachoma,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-who-received-treatment-with-antibiotics-for-trachoma,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,705245.0,705245,,
NTD_YAWSEND,Status of yaws endemicity,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/status-of-yaws-endemicity,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,,Previously endemic (current status unknown),,
NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-individuals-in-the-country-requiring-preventive-chemotherapy-for-onchocerciasis,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,,No PC required,,
NTD_8,Number of people who received treatment with antibiotics for trachoma,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-who-received-treatment-with-antibiotics-for-trachoma,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,965136.0,965136,,
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-buruli-ulcer,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,0.0,0,,
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-buruli-ulcer,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,1.0,1,,
NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-individuals-treated-for-onchocerciasis,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,,No PC required,,
NTD_7,"Population in areas that warrant treatment with antibiotics, facial cleanliness and environmental improvement for elimination of trachoma as a public health problem",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-in-areas-that-warrant-treatment-with-antibiotics-facial-cleanliness-and-environmental-improvement-for-elimination-of-trachoma-as-a-public-health-problem,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,3269994.0,3269994,,
NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-individuals-treated-for-onchocerciasis,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,,No PC required,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2005,2005,2005,AFR,Africa,KEN,Kenya,,,,0.0,0,,
NTD_BU_CONF,Number of confirmed cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-confirmed-cases-of-buruli-ulcer-reported,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-buruli-ulcer,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-buruli-ulcer,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_7,"Population in areas that warrant treatment with antibiotics, facial cleanliness and environmental improvement for elimination of trachoma as a public health problem",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-in-areas-that-warrant-treatment-with-antibiotics-facial-cleanliness-and-environmental-improvement-for-elimination-of-trachoma-as-a-public-health-problem,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,2905361.0,2905361,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,1998,1998,1998,AFR,Africa,KEN,Kenya,,,,14.0,14,,
NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-individuals-in-the-country-requiring-preventive-chemotherapy-for-onchocerciasis,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,,No PC required,,
NTD_7,"Population in areas that warrant treatment with antibiotics, facial cleanliness and environmental improvement for elimination of trachoma as a public health problem",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-in-areas-that-warrant-treatment-with-antibiotics-facial-cleanliness-and-environmental-improvement-for-elimination-of-trachoma-as-a-public-health-problem,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,2801134.0,2801134,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,0.0,0,,
NTD_7,"Population in areas that warrant treatment with antibiotics, facial cleanliness and environmental improvement for elimination of trachoma as a public health problem",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-in-areas-that-warrant-treatment-with-antibiotics-facial-cleanliness-and-environmental-improvement-for-elimination-of-trachoma-as-a-public-health-problem,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,4752164.0,4752164,,
NTD_TRA5,Number of people operated for trachomatous trichiasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-operated-for-trachomatous-trichiasis,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,371.0,371,,
NTD_TSOL4,Practice of backyard pig production,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/taenia-solium-practice-of-backyard-pig-production,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,,Present,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,0.0,0,,
NTD_YAWSNUM_CONF,Number of confirmed yaws cases reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-confirmed-cases-of-yaws-reported,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-buruli-ulcer,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_7,"Population in areas that warrant treatment with antibiotics, facial cleanliness and environmental improvement for elimination of trachoma as a public health problem",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-in-areas-that-warrant-treatment-with-antibiotics-facial-cleanliness-and-environmental-improvement-for-elimination-of-trachoma-as-a-public-health-problem,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,4626041.0,4626041,,
NTD_TRA5,Number of people operated for trachomatous trichiasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-operated-for-trachomatous-trichiasis,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,526.0,526,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,1999,1999,1999,AFR,Africa,KEN,Kenya,,,,22.0,22,,
NTD_ONCHSTATUS,Status of endemicity of onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/status-of-endemicity-of-onchocerciasis,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,,Thought not requiring PC,,
NTD_8,Number of people who received treatment with antibiotics for trachoma,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-who-received-treatment-with-antibiotics-for-trachoma,2005,2005,2005,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-buruli-ulcer,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-individuals-in-the-country-requiring-preventive-chemotherapy-for-onchocerciasis,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,,No PC required,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,0.0,0,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2001,2001,2001,AFR,Africa,KEN,Kenya,,,,10.0,10,,
NTD_8,Number of people who received treatment with antibiotics for trachoma,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-who-received-treatment-with-antibiotics-for-trachoma,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,1736110.0,1736110,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2000,2000,2000,AFR,Africa,KEN,Kenya,,,,15.0,15,,
NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-individuals-in-the-country-requiring-preventive-chemotherapy-for-onchocerciasis,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,,No PC required,,
NTD_7,"Population in areas that warrant treatment with antibiotics, facial cleanliness and environmental improvement for elimination of trachoma as a public health problem",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-in-areas-that-warrant-treatment-with-antibiotics-facial-cleanliness-and-environmental-improvement-for-elimination-of-trachoma-as-a-public-health-problem,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,2168856.0,2 168 856,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,0.0,0,,
NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-individuals-treated-for-onchocerciasis,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,,No PC required,,
NTD_8,Number of people who received treatment with antibiotics for trachoma,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-who-received-treatment-with-antibiotics-for-trachoma,2017,2017,2017,AFR,Africa,KEN,Kenya,,,,395962.0,395962,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,0.0,0,,
NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-individuals-in-the-country-requiring-preventive-chemotherapy-for-onchocerciasis,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,,No PC required,,
NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-individuals-treated-for-onchocerciasis,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,,No PC required,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,1991,1991,1991,AFR,Africa,KEN,Kenya,,,,8.0,8,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,1997,1997,1997,AFR,Africa,KEN,Kenya,,,,5.0,5,,
NTD_TRA5,Number of people operated for trachomatous trichiasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-operated-for-trachomatous-trichiasis,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,3330.0,3330,,
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-buruli-ulcer,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_7,"Population in areas that warrant treatment with antibiotics, facial cleanliness and environmental improvement for elimination of trachoma as a public health problem",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-in-areas-that-warrant-treatment-with-antibiotics-facial-cleanliness-and-environmental-improvement-for-elimination-of-trachoma-as-a-public-health-problem,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,2641960.0,2641960,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,2017,2017,2017,AFR,Africa,KEN,Kenya,,,,0.0,0,,
NTD_8,Number of people who received treatment with antibiotics for trachoma,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-who-received-treatment-with-antibiotics-for-trachoma,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,954864.0,954864,,
NTD_8,Number of people who received treatment with antibiotics for trachoma,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-who-received-treatment-with-antibiotics-for-trachoma,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,1486130.0,1486130,,
NTD_ONCHEMO,Estimated number of individuals in the country requiring preventive chemotherapy for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-individuals-in-the-country-requiring-preventive-chemotherapy-for-onchocerciasis,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,,No PC required,,
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-buruli-ulcer,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_8,Number of people who received treatment with antibiotics for trachoma,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-people-who-received-treatment-with-antibiotics-for-trachoma,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,800000.0,800000,,
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-buruli-ulcer,2002,2002,2002,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_YAWSNUM_CONF,Number of confirmed yaws cases reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-confirmed-cases-of-yaws-reported,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,1996,1996,1996,AFR,Africa,KEN,Kenya,,,,2.0,2,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,1990,1990,1990,AFR,Africa,KEN,Kenya,,,,91.0,91,,
NTD_BU_SUSP,Number of suspected cases of Buruli ulcer reported,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-buruli-ulcer,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,,No data,,
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-reported-cases-of-human-african-trypanosomiasis-%28t-b-rhodesiense%29,1992,1992,1992,AFR,Africa,KEN,Kenya,,,,4.0,4,,
NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-individuals-treated-for-onchocerciasis,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,,No PC required,,
